Input Sentences,Output Sentences
"যুক্তরাষ্ট্রে আক্রান্ত ৭৯,৬৬,১৬৩ এবং মৃত ২,১৯,৩৮০ জন।","যুক্তরাষ্ট্রে আক্রান্ত ৭৯,৬৬,১৬৩ এবং মৃত ২,১৯,৩৮০ জন।"
করোনা: দেশে শনাক্তের সংখ্যা আড়াই লাখ ছাড়ালো,করোনা: দেশে শনাক্তের সংখ্যা আড়াই লাখ ছাড়ালো
"২৪ শে এপ্রিল, ২০২০  রাত ১০:৩৯","২৪ শে এপ্রিল, ২০২০  রাত ১০:৩৯"
"""জাতি"" শব্দটি পিঁপড়া, মৌমাছি ও তিরমিটের মতো সামাজিক পোকামাকড়ের আকারগত গোষ্ঠীতেও প্রয়োগ করা হয়।","""জাতি"" শব্দটি পিঁপড়া, মৌমাছি ও তিরমিটের মতো সামাজিক পোকামাকড়ের আকারগত গোষ্ঠীতেও প্রয়োগ করা হয়।"
আজকের পর্বে থাকবে কিছু গুরুত্বপূর্ণ তথ্য।,আজকের পর্বে থাকবে কিছু গুরুত্বপূর্ণ তথ্য।
"ফখরকে ধোঁকা, ডি ককের শাস্তি","ফখরকে ধোঁকা, ডি ককের শাস্তি"
জাতীয় চাঁদ দেখা কমিটির বৈঠক সন্ধ্যায়,জাতীয় চাঁদ দেখা কমিটির বৈঠক সন্ধ্যায়
"১৩ ই জুন, ২০১৫  রাত ৮:০২","১৩ ই জুন, ২০১৫  রাত ৮:০২"
"কাদের জন্য ১ টা ডোজই যথেষ্ট, জানালো গবেষণা।","কাদের জন্য ১ টা ডোজই যথেষ্ট, জানালো গবেষণা।"
মুক্তিযুদ্ধের এই সূর্য সন্তানের বাড়ি হবিগঞ্জের চুনারুঘাট উপজেলার মিরাশী গ্রামে।,মুক্তিযুদ্ধের এই সূর্য সন্তানের বাড়ি হবিগঞ্জের চুনারুঘাট উপজেলার মিরাশী গ্রামে।
নরসিংদীতে কাভার্ড ভ্যানচাপায় স্কুলছাত্র নিহত,নরসিংদীতে কাভার্ড ভ্যানচাপায় স্কুলছাত্র নিহত
তারপরে নিচের মত ফাঁকা স্ট্যাটাস দেখতে পাবেন।,তারপরে নিচের মত ফাঁকা স্ট্যাটাস দেখতে পাবেন।
আমাদের আজকের আলোচনার বিষয় হচ্ছে কিভাবে আপনি মোবাইল দিয়ে কম্পিউটারকে নিয়ন্ত্রণ করবেন।,আমাদের আজকের আলোচনার বিষয় হচ্ছে কিভাবে আপনি মোবাইল দিয়ে কম্পিউটারকে নিয়ন্ত্রণ করবেন।
হ্যাটট্রিকের রেকর্ডে মেসিকে ছুঁলেন রোনালদো,হ্যাটট্রিকের রেকর্ডে মেসিকে ছুঁলেন রোনালদো
"আপডেট: ২১ ডিসেম্বর, ২০১৯, ১৩:৪৬","আপডেট: ২১ ডিসেম্বর, ২০১৯, ১৩:৪৬"
দিনাজপুরে মাথায় পিস্তল ঠেকিয়ে ৩ লাখ টাকা ডাকাতি,দিনাজপুরে মাথায় পিস্তল ঠেকিয়ে ৩ লাখ টাকা ডাকাতি
মুখ্যমন্ত্রীর নির্দেশের ২৪ ঘণ্টার মধ্যে চালু উত্তর ২৪ পরগনা-কলকাতা ৮টি রুটের বাস,মুখ্যমন্ত্রীর নির্দেশের ২৪ ঘণ্টার মধ্যে চালু উত্তর ২৪ পরগনা-কলকাতা ৮টি রুটের বাস
অপর হামলাকারীরা নগরীর পশ্চিমে সরকারি বাহিনী ও একটি মাঠ-হাসপাতাল টার্গেট করে।,অপর হামলাকারীরা নগরীর পশ্চিমে সরকারি বাহিনী ও একটি মাঠ-হাসপাতাল টার্গেট করে।
অর্থনৈতিক সম্পর্ক জোরদারে ঢাকা-প্যারিস যৌথ কমিশন গঠনে ঐকমত্য,অর্থনৈতিক সম্পর্ক জোরদারে ঢাকা-প্যারিস যৌথ কমিশন গঠনে ঐকমত্য
একজীবনে চলে গেলে তো আর শোধরানোর সুযোগ নেই। তাই আর কি?,একজীবনে চলে গেলে তো আর শোধরানোর সুযোগ নেই। তাই আর কি?
