Input Sentences,Output Sentences
"എല്ലാം കരുതിക്കൂട്ടി; കൊലപാതകത്തിന് മുൻപ് കാമുകിയെ നാട്ടിലേയ്ക്കയച്ചു, പിന്നാലെ പണവും, സംഭവം ഇങ്ങന","എല്ലാം കരുതിക്കൂട്ടി; കൊലപാതകത്തിന് മുൻപ് കാമുകിയെ നാട്ടിലേയ്ക്കയച്ചു, പിന്നാലെ പണവും, സംഭവം ഇങ്ങന"
പഞ്ചാബിലെ കുപ്രസിദ്ധ കുറ്റവാളി ജയ്പാൽ ഭുള്ളറിനെ കൊൽക്കത്തയിൽ നടന്ന ഏറ്റുമുട്ടലിൽ വധിച്ചു,പഞ്ചാബിലെ കുപ്രസിദ്ധ കുറ്റവാളി ജയ്പാൽ ഭുള്ളറിനെ കൊൽക്കത്തയിൽ നടന്ന ഏറ്റുമുട്ടലിൽ വധിച്ചു
വാൾമാർട്ടിന്റെ വനിതാ സംരംഭകത്വ പരിശീലന പരിപാടി,വാൾമാർട്ടിന്റെ വനിതാ സംരംഭകത്വ പരിശീലന പരിപാടി
"ജോർജ് പുളിങ്കാട്, ജോസ്മോൻ മുണ്ടക്കൽ, സ്റ്റീഫൻ ചാഴികാടൻ, ജയിംസ് കടവൻ , തോമസ് ഉഴുന്നാലിൽ, മത്തച്ചൻ പുതിയിടത്തുചാലിൽ ,","ജോർജ് പുളിങ്കാട്, ജോസ്മോൻ മുണ്ടക്കൽ, സ്റ്റീഫൻ ചാഴികാടൻ, ജയിംസ് കടവൻ , തോമസ് ഉഴുന്നാലിൽ, മത്തച്ചൻ പുതിയിടത്തുചാലിൽ ,"
ശ്രീലങ്കൻ ഭീകരർ ഇന്ത്യയിലെത്തിയതിന് തെളിവില്ലെന്ന് ശ്രീലങ്കൻ പ്രസിഡൻ്റ്,ശ്രീലങ്കൻ ഭീകരർ ഇന്ത്യയിലെത്തിയതിന് തെളിവില്ലെന്ന് ശ്രീലങ്കൻ പ്രസിഡൻ്റ്
ആ ദിവസം പൃഥ്വിരാജ് വിമാനം പറത്തും!,ആ ദിവസം പൃഥ്വിരാജ് വിമാനം പറത്തും!
ഉല്പന്ന ജീവിത ചക്രത്തിന്റെ വിവിധ ഘട്ടങ്ങൾ എന്തൊക്കെയാണ്?,ഉല്പന്ന ജീവിത ചക്രത്തിന്റെ വിവിധ ഘട്ടങ്ങൾ എന്തൊക്കെയാണ്?
വയനാട്ടിൽ കൊവിഡ് ബാധിച്ച് ആരോഗ്യപ്രവർത്തക മരിച്ചു,വയനാട്ടിൽ കൊവിഡ് ബാധിച്ച് ആരോഗ്യപ്രവർത്തക മരിച്ചു
കൊൽക്കത്തയിൽ ചേർന്ന ബിസിസിഐ യോഗത്തിലാണ് ഇതുസംബന്ധിച്ച് തീരുമാനം ഉണ്ടായത്,കൊൽക്കത്തയിൽ ചേർന്ന ബിസിസിഐ യോഗത്തിലാണ് ഇതുസംബന്ധിച്ച് തീരുമാനം ഉണ്ടായത്
തോറ്റാലും ഞങ്ങൾ അർജൻറീനക്കൊപ്പം;  ലോകകപ്പ് മാതൃക മെസ്സിക്ക് സമർപ്പിച്ച് ആരാധകർ,തോറ്റാലും ഞങ്ങൾ അർജൻറീനക്കൊപ്പം;  ലോകകപ്പ് മാതൃക മെസ്സിക്ക് സമർപ്പിച്ച് ആരാധകർ
"തെറ്റായ കുടിയൊഴിപ്പിക്കൽ, തെറ്റായ പ്രവേശനം, അല്ലെങ്കിൽ ഒരു മുറിയിലെ താമസസ്ഥലം, താമസസ്ഥലം അല്ലെങ്കിൽ പരിസരവാസികൾ എന്നിവയുടെ ആക്രമണം","തെറ്റായ കുടിയൊഴിപ്പിക്കൽ, തെറ്റായ പ്രവേശനം, അല്ലെങ്കിൽ ഒരു മുറിയിലെ താമസസ്ഥലം, താമസസ്ഥലം അല്ലെങ്കിൽ പരിസരവാസികൾ എന്നിവയുടെ ആക്രമണം"
ബാരിറ്റക്രിക്കൽ ശസ്ത്രക്രിയയ്ക്ക് ശേഷം പരിചരണം നൽകുന്നത് എങ്ങനെ,ബാരിറ്റക്രിക്കൽ ശസ്ത്രക്രിയയ്ക്ക് ശേഷം പരിചരണം നൽകുന്നത് എങ്ങനെ
ബിജു മോനോനോടൊപ്പം പാർവതി തിരുവോത്തും ഷറഫുദ്ദീനും പ്രധാന കഥാപാത്രങ്ങളായി ചിത്രത്തിൽ ഉണ്ട്,ബിജു മോനോനോടൊപ്പം പാർവതി തിരുവോത്തും ഷറഫുദ്ദീനും പ്രധാന കഥാപാത്രങ്ങളായി ചിത്രത്തിൽ ഉണ്ട്
ക്വത്റോച്ചി പ്രശ്നം: പ്രധാനമന്ത്രി രാജിവെയ്ക്കണമെന്ന് ബിജെപി,ക്വത്റോച്ചി പ്രശ്നം: പ്രധാനമന്ത്രി രാജിവെയ്ക്കണമെന്ന് ബിജെപി
അനുഷ്ഠാനം തെറ്റിക്കാതെ കാട്ടൂരിൽ നെല്ല് കുത്ത്,അനുഷ്ഠാനം തെറ്റിക്കാതെ കാട്ടൂരിൽ നെല്ല് കുത്ത്
അമേരിക്കയിലെ ചികിത്സ പൂർത്തിയാക്കി മുഖ്യമന്ത്രി തിരിച്ചെത്തി,അമേരിക്കയിലെ ചികിത്സ പൂർത്തിയാക്കി മുഖ്യമന്ത്രി തിരിച്ചെത്തി
സ്റ്റേറ്റ് പൊലീസ് മീഡിയ സെൻ്ററിൻ്റെ ഫേസ്ബുക്ക് പേജിൽ പ്രത്യക്ഷപ്പെട്ട പോസ്റ്റ്:,സ്റ്റേറ്റ് പൊലീസ് മീഡിയ സെൻ്ററിൻ്റെ ഫേസ്ബുക്ക് പേജിൽ പ്രത്യക്ഷപ്പെട്ട പോസ്റ്റ്:
എന്താണ് ജൽ ജീവൻ മിഷൻ പദ്ധതി?,എന്താണ് ജൽ ജീവൻ മിഷൻ പദ്ധതി?
ദേശീയ വിനോദസഞ്ചാര ദിനത്തിൽ ടൂറിസം കോൺക്ലെവവ്,ദേശീയ വിനോദസഞ്ചാര ദിനത്തിൽ ടൂറിസം കോൺക്ലെവവ്
മാറിയ ഇന്നത്തെ സാഹചര്യത്തിൽ ലോകസമ്പത്വ്യവസ്ഥയെ സമ്പുഷ്ഠിപ്പെടുത്തുന്നതിൽ കയറ്റുമതിക്ക് ഉള്ള പങ്ക് വളരെ വലുതാണ്,മാറിയ ഇന്നത്തെ സാഹചര്യത്തിൽ ലോകസമ്പത്വ്യവസ്ഥയെ സമ്പുഷ്ഠിപ്പെടുത്തുന്നതിൽ കയറ്റുമതിക്ക് ഉള്ള പങ്ക് വളരെ വലുതാണ്
ലോകകപ്പ് ടീം പ്രഖ്യാപിക്കാൻ ദിവസങ്ങൾ; രാഹുലിൻെറ സെഞ്ച്വറി ഒരു മുന്നറിയിപ്പാണ്,ലോകകപ്പ് ടീം പ്രഖ്യാപിക്കാൻ ദിവസങ്ങൾ; രാഹുലിൻെറ സെഞ്ച്വറി ഒരു മുന്നറിയിപ്പാണ്
മധ്യപ്രദേശ് മുൻ മുഖ്യമന്ത്രിയും മുതിർന്ന കോൺഗ്രസ് നേതാവുമായ മോത്തിലാൽ വോറ അന്തരിച്ചു,മധ്യപ്രദേശ് മുൻ മുഖ്യമന്ത്രിയും മുതിർന്ന കോൺഗ്രസ് നേതാവുമായ മോത്തിലാൽ വോറ അന്തരിച്ചു
ബഹ്റൈനിൽ പിഞ്ചുമക്കളുടെ മുന്നിൽ മലയാളി മുങ്ങിമരിച്ചു,ബഹ്റൈനിൽ പിഞ്ചുമക്കളുടെ മുന്നിൽ മലയാളി മുങ്ങിമരിച്ചു
ഫെയ്സ്ബുക്ക് പോസ്റ്റിലൂടെ രമ്യ ഹരിദാസിനെ ജാതീയമായും വ്യക്തിപരമായും അധിക്ഷേപിച്ചെന്നാണ് പരാതി,ഫെയ്സ്ബുക്ക് പോസ്റ്റിലൂടെ രമ്യ ഹരിദാസിനെ ജാതീയമായും വ്യക്തിപരമായും അധിക്ഷേപിച്ചെന്നാണ് പരാതി
കെകെബി കുവൈറ്റിന്റെ സജീവ അംഗവും വടംവലി താരവുമായ ബിബിന് യാത്രയയപ്പും പുതിയ സീസണിലേക്കുള്ള ജേഴ്സി ലോഞ്ചിങ്ങും നടത്തി,കെകെബി കുവൈറ്റിന്റെ സജീവ അംഗവും വടംവലി താരവുമായ ബിബിന് യാത്രയയപ്പും പുതിയ സീസണിലേക്കുള്ള ജേഴ്സി ലോഞ്ചിങ്ങും നടത്തി
നടന്റെ മരണം ഭാര്യക്ക് താങ്ങാനായില്ല; മകനെ കഴുത്തറുത്ത് കൊന്ന് ഭാര്യ ആത്മഹത്യക്ക് ശ്രമിച്ചു,നടന്റെ മരണം ഭാര്യക്ക് താങ്ങാനായില്ല; മകനെ കഴുത്തറുത്ത് കൊന്ന് ഭാര്യ ആത്മഹത്യക്ക് ശ്രമിച്ചു
