Input Sentences,Output Sentences
అధిక నాణ్యత గాలి క్లీనర్ల యొక్క ఉపయోగం;,అధిక నాణ్యత గాలి క్లీనర్ల యొక్క ఉపయోగం;
ఏపీలో రాజధాని సమస్యపై కేంద్రం స్పందించాలి,ఏపీలో రాజధాని సమస్యపై కేంద్రం స్పందించాలి
శ్లో కార్థేన ప్రవష్యౌమయ దుక్తం గ్రంథకోటిభిః,శ్లో కార్థేన ప్రవష్యౌమయ దుక్తం గ్రంథకోటిభిః
ప్రజలు తమను మర్చిపోతారనే భయంతోనే రాజీనామా డ్రామాలు,ప్రజలు తమను మర్చిపోతారనే భయంతోనే రాజీనామా డ్రామాలు
ఓలలో భూ వినియోగం కింది విధంగా ఉంది:,ఓలలో భూ వినియోగం కింది విధంగా ఉంది:
టీడీపీ నేతలు ఇంకా మోసాలతోనే బతకాలని చూస్తున్నారు: ఏపీ వ్యవసాయ మిషన్ వైస్ చైర్మన్ నాగిరెడ్డి,టీడీపీ నేతలు ఇంకా మోసాలతోనే బతకాలని చూస్తున్నారు: ఏపీ వ్యవసాయ మిషన్ వైస్ చైర్మన్ నాగిరెడ్డి
"యవ్వనంలో కి అడుగు పెడుతుంటే ఉత్సాహంగా,","యవ్వనంలో కి అడుగు పెడుతుంటే ఉత్సాహంగా,"
"రెండు, మూడ్రోజుల్లో ఉద్యోగ సంఘాలతో సమావేశం","రెండు, మూడ్రోజుల్లో ఉద్యోగ సంఘాలతో సమావేశం"
తెలంగాణ పోలీస్ అకాడమీపై వీకే సింగ్ హాట్ కామెంట్స్,తెలంగాణ పోలీస్ అకాడమీపై వీకే సింగ్ హాట్ కామెంట్స్
వివేకనందరెడ్డిది సహజ మరణం కాదా ? కీలకంగా మారిన పోస్టుమార్టం రిపోర్టు,వివేకనందరెడ్డిది సహజ మరణం కాదా ? కీలకంగా మారిన పోస్టుమార్టం రిపోర్టు
షూటింగ్ చివర్లో మోహన్ లాల్ తెలుగు సినిమా,షూటింగ్ చివర్లో మోహన్ లాల్ తెలుగు సినిమా
రాజమౌళి ఇప్పటికి ఆ ట్వీట్ కు కట్టుబడి ఉన్నారా?,రాజమౌళి ఇప్పటికి ఆ ట్వీట్ కు కట్టుబడి ఉన్నారా?
ఎగువ కండ్రిగలో భూ వినియోగం కింది విధంగా ఉంది:,ఎగువ కండ్రిగలో భూ వినియోగం కింది విధంగా ఉంది:
తెలంగాణలో ఎన్నికల కోడ్ : అన్నదాతలకు రుణాల కష్టాలు,తెలంగాణలో ఎన్నికల కోడ్ : అన్నదాతలకు రుణాల కష్టాలు
ఇప్పుడు కేంద్రం సాయం కోరుతున్నారని ఆగ్రహం,ఇప్పుడు కేంద్రం సాయం కోరుతున్నారని ఆగ్రహం
ప్రశ్న: సెల్ ఫోన్ల తోపాటు కొత్త ప్రొడక్టులు ఏం అమ్ముతున్నారు ?,ప్రశ్న: సెల్ ఫోన్ల తోపాటు కొత్త ప్రొడక్టులు ఏం అమ్ముతున్నారు ?
"పన్ను తగ్గింపు లేదు, అందుకే ప్యాకేజీలో డబ్బులు చేతికి ఇవ్వలేదు: నిర్మల","పన్ను తగ్గింపు లేదు, అందుకే ప్యాకేజీలో డబ్బులు చేతికి ఇవ్వలేదు: నిర్మల"
తెదేపా హయాంలో దేశంలోనే తొలిసారిగా ఉచిత ఇసుక విధానం,తెదేపా హయాంలో దేశంలోనే తొలిసారిగా ఉచిత ఇసుక విధానం
